RA_degrees,DEC_degrees,Z,Distance_Mpc,r_mag_abs,gminusi
157.8615811459361,51.475429569841616,0.096711,414.18835426568984,-22.051966,1.0018654
157.86168428950626,51.31186648314698,0.09650584,413.3097102216312,-21.823193,1.133646
158.02341512197694,51.23627971332,0.09453697,404.877522620133,-21.271769,1.1608582
158.00424241996205,51.20079854716253,0.095109046,407.32758528845653,-20.867962,0.96113586
157.2091042041369,52.16316338256891,0.09965791,426.8091939960207,-21.827242,1.1993332
157.22804104122014,52.063582279775645,0.09942102,425.7946498581341,-21.663677,1.1002235
157.40721722257635,51.593842247973186,0.055376608,237.16377204230852,-22.192125,1.2457924
156.87417224652768,52.08071172479592,0.098912485,423.6167383755956,-20.943768,0.8529663
156.86060042174253,52.12295748257662,0.09807728,420.0397802591324,-22.19074,1.1621284
156.9296509860875,52.21015104454084,0.09552192,409.09581813641955,-20.79038,1.1707478
156.74232838961638,52.31206062399373,0.09577538,410.1813277142389,-21.291954,1.0499611
156.66083400643433,52.22530050952923,0.050919432,218.07483451451574,-21.265821,0.9232979
156.74405590982852,52.29466752082192,0.09677363,414.4565806542124,-21.074436,0.94968414
156.49307890415295,51.308466613328285,0.094035126,402.7282653485026,-21.781965,0.9649277
155.92051208011566,51.33368337255384,0.052759163,225.9539288367544,-21.157019,1.2156105
155.91678843158337,51.64530608286429,0.092554495,396.3871012381145,-21.786283,1.0839806
156.45731521049893,51.38435233139038,0.09616388,411.8451545732362,-21.18253,1.1108704
155.5759945648843,51.45567806811698,0.05914013,253.28197308608463,-21.095669,1.1099606
156.580630890269,51.910217645198294,0.08399936,359.7476509826524,-20.927498,1.231102
155.41638935242202,51.477835899098196,0.056108996,240.30040300573623,-20.554413,1.06534
155.50194868935301,51.638193111210015,0.05427666,232.45297828742437,-21.031326,1.2208176
155.3601332497781,51.70351730890917,0.05466048,234.09678229859898,-21.810194,0.9950981
155.3767877514067,51.69105288675449,0.055032276,235.68908531154906,-21.148922,1.0861874
155.36220326677844,51.28130840136502,0.05463641,233.9937005298478,-21.22514,1.1785622
156.17392409649372,52.43897141475509,0.09831486,421.05726001773564,-22.331736,1.1984081
156.30178597880828,52.115063173525655,0.08386953,359.1916380371366,-21.105682,1.1160164
156.1508659831164,52.10572371231392,0.093231246,399.2854523352214,-21.77415,0.8870621
156.00955336206306,51.988481659908736,0.054982718,235.47684312462806,-20.697483,1.0981941
155.1869189270701,51.47909853223968,0.053321704,228.3631480864116,-22.602825,1.2829247
155.07218856239612,51.49310780601858,0.05417276,232.00800838640757,-21.331867,1.1275463
155.69517530909508,51.98020396379077,0.09238219,395.64917553492955,-20.355316,1.1137314
154.617683090954,51.450445253464366,0.087550305,374.9554426516805,-21.280136,0.6354294
155.38816738684247,50.23020665855357,0.07613646,326.0728904707091,-20.442755,1.0508232
155.48836149469733,50.27130220308243,0.06279541,268.93658537353787,-21.729809,1.0473232
155.6431823266154,50.37696596657604,0.06392447,273.7720632365772,-20.50445,1.02771
156.12766478438766,50.25614732496653,0.06284384,269.1439933589527,-21.615797,1.1152344
155.96832919774212,51.08628111965674,0.09444664,404.4906588639532,-20.437588,0.83730125
156.27642864044677,50.16898090410897,0.04424441,189.48742493220738,-20.574463,1.1179867
156.4206795335478,50.82042292960467,0.061911024,265.14899647065573,-21.810545,1.2983818
156.47583093154785,50.792743427648695,0.09259448,396.5583564162254,-21.032509,1.0655937
156.49612523767493,50.87087401410438,0.044283118,189.65320773039545,-20.914991,1.1324959
156.89910340579814,51.04536569298399,0.09286029,397.6967390758651,-21.087479,1.0333958
157.08283193014555,50.194215402148714,0.09149129,391.83366632631845,-21.386738,0.8791466
157.62015958029917,50.79235969399503,0.0936128,400.9195400800024,-21.444344,1.098608
158.08784945318342,51.13713727407686,0.09428842,403.8130729300635,-21.305502,1.1573715
157.92932108803356,51.11944578923078,0.05546876,237.55843752963202,-20.411514,1.1612072
157.96382004049096,50.90685335575739,0.092684165,396.9424440962928,-21.037067,0.97846794
159.14056299996312,51.56158566191593,0.025625093,109.7456836185285,-21.52277,1.1436977
159.85483102120332,50.91742578173572,0.042954184,183.96172520262854,-20.954168,1.1715908
159.52733306066648,50.82284412530906,0.030358959,130.0196147620678,-21.214302,1.0627155
158.40238639698035,51.49480840526483,0.09345882,400.2600784131459,-22.241728,1.1303482
158.80466637416657,51.47492173141879,0.043025393,184.26669471349035,-21.943743,0.9215622
158.81880405360042,51.191451575505404,0.043272637,185.32557629687446,-20.71364,1.2327442
158.82641711340472,51.29248227007832,0.09294408,398.05558679955345,-21.219564,1.0494785
159.17458081735938,50.731245032989435,0.093553506,400.665608888013,-21.600107,1.1945248
158.0681787963614,51.39410810870866,0.09296179,398.1314343043736,-21.859201,1.2306538
158.0201394746735,51.9090319144284,0.094359726,404.1184413024357,-20.89537,0.8828182
158.11458099050932,51.40221153497108,0.0922024,394.8791813663074,-21.02547,1.1484909
158.61689940750588,51.26698125063195,0.09335606,399.81999057701654,-20.972456,1.0619011
158.22708322325607,51.152469521156746,0.09366777,401.1549640979086,-21.813654,0.80059814
157.81686106025444,51.4434363667906,0.0968248,414.67573112249374,-22.46851,0.85787773
157.87365631474424,51.11962799076891,0.09678147,414.49014883892875,-20.815763,0.9392662
158.0276492221525,51.2215997516132,0.094617985,405.22450022527147,-20.429455,1.0435982
157.68360387441794,50.825449911377014,0.093246534,399.3509294407708,-20.853075,1.0949287
157.68642125407453,50.787739402041375,0.09130475,391.0347626754216,-22.343115,1.1622295
157.62504604482893,50.784390306685225,0.09353806,400.59946169512614,-20.621668,0.965889
157.45709472796693,50.987440851454295,0.025991064,111.31304183261734,-20.763508,1.0950089
157.73551710347368,51.820964031916354,0.061329298,262.6576117498534,-21.726715,1.0341091
157.70049800215193,51.65604067258882,0.09807358,420.0239215254784,-20.629545,1.1107922
157.06660944867886,51.06526939293028,0.054921247,235.21357857329505,-21.223808,1.2057667
157.47698936617218,51.97924916340858,0.093899705,402.1482888034412,-21.949684,1.0005322
157.3721139878506,51.95122825476256,0.09922577,424.9584446787834,-21.637367,1.2356033
157.55020641716183,51.90775119229073,0.099368036,425.5677455220904,-22.357683,1.2290478
157.52672344579656,51.53116530741618,0.05484743,234.89744094014168,-21.948484,1.1935215
156.97874850357374,51.09617060336751,0.0930983,398.7160695518766,-20.867245,1.0129776
156.6053568023499,51.2535619158573,0.061166503,261.9604018296514,-20.491436,1.2520218
156.66582860809478,51.23611860359316,0.061845038,264.86639511329787,-20.505388,1.1062984
156.46629794894585,50.47056498553906,0.044385925,190.0935029745102,-20.811064,1.0687542
156.43040825521754,50.353604261196054,0.023427276,100.33299869767256,-21.960672,1.2111378
158.41407172602362,50.5733410997448,0.06785732,290.6154423696654,-20.533346,1.2502441
158.2785033148754,50.341460225445616,0.09221361,394.9271723832403,-21.871904,1.0626736
159.44734940764727,50.187221524221506,0.068677194,294.1267638359751,-22.37703,1.1331615
159.45352305690776,50.2052177271956,0.09240397,395.74244531052454,-21.068647,1.0010433
159.73269679720607,50.14249645125851,0.08123735,347.91869494063513,-21.04761,0.9967098
159.77158467777113,50.052119626938754,0.08251841,353.4051466975893,-22.079012,1.1943264
160.09734415722312,50.34833085601312,0.093351,399.79832441977095,-21.039898,1.1575909
160.0710153412031,50.35352356292438,0.09269186,396.9754060115133,-21.003479,1.2038536
159.9970891152471,50.271907996509235,0.09170871,392.7648324540683,-20.697123,1.1018429
159.97447895027793,50.57333370943081,0.035588905,152.41812960420336,-20.576693,1.0922222
161.01668450919883,50.9701096925054,0.094322614,403.95950296776635,-20.806498,0.8311806
160.79223986107647,50.96134227296731,0.03389138,145.1480648994446,-21.200056,0.98221207
161.5133098345631,50.85065554369358,0.03713176,159.0257810669286,-21.398758,1.189909
161.27986368459628,50.66866229959465,0.0355593,152.29133950727328,-20.590918,1.1566086
161.23751808104294,50.33444180090955,0.0862679,369.4632472889764,-21.797632,1.170969
160.46143262589715,51.2831945330123,0.035948865,153.95974529641015,-22.279886,1.2597065
160.18614700310354,51.100359082310334,0.09925584,425.0872290832656,-21.689878,1.0764141
160.48668368772357,51.27905304459151,0.03725829,159.56767431497573,-20.443558,1.2249889
161.07408442499087,50.297153222391266,0.06945841,297.4725099120821,-22.412512,1.0945415
159.87669058562565,50.88001656194227,0.08354421,357.7983669178827,-21.065172,1.2333775
160.07658823945505,51.09308931907716,0.08383289,359.0347099644797,-21.93405,1.207571
160.0023996875202,50.87779468930809,0.030860106,132.16589652683055,-21.62823,1.0204697
159.8474487725257,50.919402996356354,0.043119714,184.67064569677626,-20.506226,1.1972065
160.87302895706708,50.31262054652118,0.023485862,100.58390651941299,-21.084524,1.2217121
161.01034339427656,50.315753515653945,0.070585005,302.29742592232566,-21.262217,1.1013851
160.99070240640847,50.21848405931148,0.08645948,370.28372137035643,-20.776152,0.9729271
159.73241154400722,51.492618703521266,0.09261651,396.6527110951287,-20.873386,0.8359146
159.6533665313733,51.5850340726828,0.084244005,360.7954123071262,-22.188122,1.160305
159.74161274752507,51.52532245517736,0.09087472,389.19304358278004,-20.468016,1.1395721
159.66982275277357,51.59573764069203,0.08524516,365.0831097262246,-21.279234,1.2507515
159.76905756175663,50.23568652201969,0.09322441,399.25619185481753,-20.627342,1.2994976
159.74859617400801,50.717325992352926,0.07817427,334.8002994077546,-21.67692,0.9183922
159.60752091634237,50.57356492391011,0.055326894,236.95085976805007,-20.513298,1.2559624
159.71932493270083,50.72827205236531,0.08337867,357.0894145148141,-21.079004,1.1119366
159.5365935331823,50.785297417678294,0.05480638,234.72163874081204,-20.687683,1.2220592
159.72680424769968,50.48071010213238,0.06894372,295.2682097520147,-21.11222,1.0649357
159.41403206355878,50.73890812994157,0.07630562,326.7973506093025,-20.651094,1.1205387
159.2793518205013,51.39711166051653,0.093174815,399.043774168832,-20.504494,1.0642185
158.90306830787895,50.53146899917765,0.042566728,182.3023496380874,-20.398731,1.1319485
159.28106290174344,50.2225065603531,0.03867253,165.62449803182056,-21.05113,1.1224365
159.082864574614,51.157987693240386,0.09289744,397.8558369551386,-21.320286,1.1088619
159.23830451245615,51.683045466404316,0.091274574,390.90553154604777,-21.897448,1.1153622
158.62436745440596,50.384583771800045,0.043138158,184.74963623029845,-21.47068,1.2067738
158.40193451114695,50.935425361175724,0.09326618,399.4350732650076,-22.517933,1.2177258
158.79376515255888,51.29445748925969,0.04278005,183.21594990491866,-20.599352,0.96507645
158.13024540098147,50.514593842420076,0.09317128,399.0286493403571,-21.213156,1.2394619
158.427987736811,50.50921185842706,0.06806319,291.49714967012403,-20.806154,0.85860634
158.01400087803518,50.212629307827534,0.092023924,394.11480316775186,-21.002398,1.0586338
158.2064822304384,50.15343363068812,0.029694768,127.17505412825517,-20.505503,1.1284733
159.97905103708925,50.19905610928506,0.09028927,386.685736310482,-21.390392,1.0756416
159.8838379611469,50.16355394446158,0.068299755,292.510289815494,-20.748352,1.0498505
161.2934039365441,50.00137649909768,0.06897258,295.3918249113219,-20.469753,1.272358
161.9493447395206,51.07585458444575,0.035472848,151.92108434438705,-20.493038,1.065237
161.91867889270407,51.06844789301523,0.035458937,151.86151038919175,-22.876564,1.1760292
162.03995542505555,50.74481840352263,0.0890224,381.26003913879396,-21.389946,1.146595
162.91913637072537,50.34756853911211,0.07096636,303.930684035165,-21.091522,0.7738342
161.91170353327615,50.81164156523131,0.09640035,412.8579118115561,-21.643093,0.5167198
161.88036817982453,50.99673867149009,0.03635692,155.70733307259422,-21.01356,1.1634445
161.81291510883125,51.02372718946915,0.036288977,155.41635562351772,-20.341824,1.2242069
161.55078646050782,51.11646040741069,0.09335146,399.80030277286255,-20.802866,0.84124565
161.69846726582085,50.886587075448666,0.088184476,377.67143426622664,-20.720186,1.1920567
162.0696260724248,50.35744373941337,0.08049329,344.7320786527225,-21.940351,1.0766029
161.63818158822286,50.017112396882595,0.030046234,128.6802936507123,-20.818134,1.016243
161.14670853587873,50.30851270387762,0.068849534,294.8648490837642,-20.713373,0.93025017
161.21936754888247,50.32974040332134,0.08713615,373.1817214693342,-20.500307,1.0062695
161.09269123266807,50.31031271037125,0.06932483,296.9004148704665,-21.573652,1.1312389
161.03280371801807,50.310198120924674,0.093820915,401.81085196563174,-20.51872,1.2097416
161.04012821408196,50.29092326768193,0.09316521,399.00264356987816,-21.080574,1.0995312
161.35400823491716,50.83614131054856,0.025364041,108.62766682761055,-21.134739,1.2317734
160.92469221004922,50.183343725450406,0.06827875,292.4203385676656,-20.623655,1.0976295
161.10862512068553,50.98141283021231,0.09298924,398.2490186776434,-21.789577,1.1512012
161.06014958101397,50.943557713119006,0.09162665,392.4133876000132,-21.144224,0.91755104
160.508491923424,50.06703387883016,0.09149234,391.8381654841559,-21.42309,1.2048092
160.50808577616044,50.43893553451781,0.03584487,153.51436057942254,-20.710367,1.2278976
160.16554460686797,50.99767559463711,0.08384379,359.08139271565847,-20.764797,1.1791649
159.87683066146843,50.211391659640306,0.09296462,398.14355969429016,-22.777227,1.0732212
159.77484354741702,50.366614041874016,0.09074004,388.6162579298019,-21.13616,1.2721329
160.26298526613814,50.078852309203874,0.068439506,293.1088054435594,-21.12274,0.52648926
160.07433674469536,50.190438655903726,0.09184906,393.36590079580037,-20.674389,1.0855904
164.67963838016667,50.13275329637305,0.08906989,381.46342660018377,-21.71791,1.0791931
164.70319633613576,50.12106568133131,0.08843797,378.75707147972923,-20.558548,1.0324383
164.03863387169446,50.647816930989194,0.07203971,308.52754698821474,-20.853113,1.1323776
163.90768779113154,50.29317513125055,0.088700205,379.88016976628984,-21.78911,1.1819668
163.45813480997475,50.4349384105593,0.07146953,306.0856210947037,-21.000767,1.2024803
163.16131723339598,50.58111229272328,0.07016048,300.47928752217973,-20.456636,1.0824547
166.42990240203443,50.208203422166775,0.0807685,345.91073037045345,-20.870066,1.0701847
166.47424196599425,50.21750616620314,0.09913504,424.5698897497995,-22.70434,1.1276035
165.8786737433515,50.33734369382061,0.07236452,309.91861639193127,-20.848106,1.1859837
165.3879418074751,50.1748545039593,0.099645436,426.75577846254623,-21.505415,1.0411854
167.9184461981649,50.00020227780238,0.096181415,411.9202681728772,-21.111378,1.132761
151.0758674351127,53.901497934425116,0.03961603,169.6652682670525,-20.811943,1.2474194
151.12848657676477,53.890261484781455,0.039738752,170.19085605655397,-20.536222,1.1133156
151.25428016038967,53.82565166817137,0.09206964,394.3105963059834,-20.695145,1.0118732
151.10634996625998,53.535110811309615,0.09159383,392.2728288037436,-21.824472,1.0365887
150.84730918424526,53.25273987517344,0.09439299,404.2609146339553,-21.274273,0.7164364
150.0777694581111,53.90098639769076,0.057713125,247.1704734333924,-21.576782,1.0343647
150.79456095931025,53.677806392464284,0.0787329,337.1927664739745,-20.910213,0.81534004
150.2631195805449,53.381392201674785,0.021937368,93.95210798084736,-21.116386,1.2003689
150.36053451746469,53.328731202702215,0.041425772,177.41592918293816,-21.441679,0.9475765
150.30141498616962,53.14861154629672,0.04166992,178.46155260971614,-22.0422,1.2579136
150.2555523103815,51.8886214201274,0.050545946,216.47528817653657,-21.37707,1.262579
150.37943937279027,52.79604841398897,0.021881005,93.7107169947454,-21.057188,1.1945171
150.64368214836907,52.905445070666346,0.04196759,179.73639376929827,-20.784798,1.1104889
150.72678606586248,53.036738430884604,0.04089598,175.1469655948026,-20.529692,1.158535
150.89734180573956,56.321392240005714,0.0925609,396.4145429100309,-21.082893,1.1707478
150.5928236112031,56.11853224366747,0.09341136,400.05685049636025,-21.960836,1.1620312
150.66304494518064,56.083477408826525,0.0938488,401.93028705630985,-21.071024,0.8405781
150.14980306773612,56.02265807991602,0.09456286,404.98840612002783,-20.419405,1.1221161
150.08433839423628,56.05698798318152,0.09487818,406.33885546752384,-21.049673,1.023056
150.07796176787903,56.99006457001311,0.04825031,206.6436710340636,-21.180883,1.1779022
150.0691018430254,54.5029197550399,0.04191323,179.50358628290041,-21.003689,1.2222767
150.09427800648083,55.257882573629786,0.06529474,279.6405924115862,-20.770292,1.0427513
150.5386410939964,54.947833168903095,0.08977531,384.48456322465626,-20.991293,1.1649094
150.90122030998376,55.066187245879824,0.09997258,428.15686726740427,-21.942678,1.1742249
150.824613714526,54.88876319135079,0.09078957,388.8283884355,-21.119894,1.173811
150.6815259291824,55.05815075618361,0.03794404,162.504571388449,-20.56827,1.1046429
150.77089358443305,58.76334689929861,0.091550544,392.08743797370363,-21.609003,1.1212597
150.85833626622534,58.899715125786415,0.09132089,391.10387739794595,-20.968826,1.2177486
151.02187945059393,58.81452947715497,0.020655662,88.4628881250109,-22.384638,1.1695156
151.40490130961962,58.52024848735938,0.09938554,425.6426995771272,-20.472012,1.2836113
151.25467755321392,58.02260388854051,0.05154566,220.75681121945382,-20.467924,1.2157536
150.82709761560844,58.22716981052777,0.07109946,304.50070499692646,-20.890814,1.0950565
150.1250321525121,59.150045185893944,0.082500614,353.3289162857192,-20.585505,1.2569313
150.6296129596159,58.26402083182664,0.0914351,391.59300924539565,-21.074902,1.1807213
150.4821458926415,58.167151216792526,0.09416125,403.2684195603643,-20.57286,0.94286156
150.31461920343278,58.25016003821236,0.083873056,359.20673095669065,-21.182735,1.2179985
150.37871256491175,57.977820683000495,0.04366506,187.0062191571508,-20.500397,1.2429581
150.12071254745246,56.60939887649908,0.051089782,218.80440008044243,-21.141224,0.9434128
150.26040666182146,57.38112495068963,0.05137156,220.0111795118877,-20.483244,1.1072559
